-149.0005555551,-147.9994444447,58.9994444447,60.0005555551
-154.0005555556,-152.9994444445,68.9994444444,70.0005555556
-137.0005555557,-135.9994444449,56.9994444447,58.0005555555
-153.0005555552,-151.9994444448,63.9994444446,65.000555555
-153.0005555552,-151.9994444448,61.999444445,63.0005555554
-145.000555555,-143.9994444446,63.9994444446,65.000555555
-156.0005555555,-154.9994444451,59.9994444445,61.0005555549
-148.0005555553,-146.9994444449,60.9994444452,62.0005555556
-151.0005555556,-149.9994444445,61.9994444444,63.0005555556
-162.0005555552,-160.9994444448,58.9994444447,60.0005555551
-147.0005555555,-145.9994444447,69.9994444448,71.0005555556
-148.0005555556,-146.9994444445,62.9994444444,64.0005555556
-150.0005555549,-148.9994444445,68.9994444445,70.0005555549
-135.0005555552,-133.9994444448,54.9994444446,56.000555555
-161.0005555556,-159.9994444445,68.9994444444,70.0005555556
-144.0005555552,-142.9994444448,64.9994444453,66.0005555557
-147.0005555556,-145.9994444445,62.9994444444,64.0005555556
-144.0005555552,-142.9994444448,59.9994444445,61.0005555549
-153.0005555552,-151.9994444448,64.9994444453,66.0005555557
-133.0005555556,-131.9994444452,54.9994444446,56.000555555
-146.0005555557,-144.9994444449,59.9994444441,61.0005555549
-166.0005555556,-164.9994444445,66.9994444444,68.0005555556
-163.000555555,-161.9994444446,57.9994444449,59.0005555553
-136.000555555,-134.9994444442,55.9994444449,57.0005555557
-168.0005555556,-166.9994444445,65.9994444444,67.0005555556
-162.0005555556,-160.9994444445,66.9994444444,68.0005555556
-155.0005555557,-153.9994444453,61.999444445,63.0005555554
-150.0005555556,-148.9994444445,62.9994444444,64.0005555556
-156.0005555556,-154.9994444445,70.9994444444,72.0005555556
-143.0005555554,-141.999444445,62.9994444448,64.0005555552
-150.0005555549,-148.9994444445,58.9994444447,60.0005555551
-162.0005555556,-160.9994444445,65.9994444444,67.0005555556
-148.0005555553,-146.9994444449,58.9994444447,60.0005555551
-166.0005555556,-164.9994444445,67.9994444444,69.0005555556
-158.0005555551,-156.9994444447,64.9994444453,66.0005555557
-155.0005555556,-153.9994444445,68.9994444444,70.0005555556
-150.0005555549,-148.9994444445,67.9994444447,69.0005555551
-161.0005555556,-159.9994444445,64.9994444444,66.0005555556
-150.0005555556,-148.9994444445,61.9994444444,63.0005555556
-141.0005555549,-139.9994444445,62.9994444448,64.0005555552
-163.000555555,-161.9994444446,61.999444445,63.0005555554
-144.0005555552,-142.9994444448,61.999444445,63.0005555554
-137.0005555557,-135.9994444449,58.9994444443,60.0005555551
-148.0005555553,-146.9994444449,63.9994444446,65.000555555
-154.000555555,-152.9994444446,63.9994444446,65.000555555
-149.0005555551,-147.9994444447,60.9994444452,62.0005555556
-154.000555555,-152.9994444446,66.9994444449,68.0005555553
-143.0005555554,-141.999444445,65.9994444451,67.0005555555
-150.0005555549,-148.9994444445,65.9994444451,67.0005555555
-149.0005555551,-147.9994444447,68.9994444445,70.0005555549
-160.0005555556,-158.9994444445,65.9994444444,67.0005555556
-156.0005555556,-154.9994444445,69.9994444444,71.0005555556
-158.0005555551,-156.9994444447,63.9994444446,65.000555555
-142.0005555556,-140.9994444448,59.9994444441,61.0005555549
-165.0005555556,-163.9994444445,64.9994444444,66.0005555556
-153.0005555552,-151.9994444448,62.9994444448,64.0005555552
-167.0005555556,-165.9994444445,64.9994444444,66.0005555556
-165.0005555556,-163.9994444445,67.9994444444,69.0005555556
-167.0005555551,-165.9994444443,60.9994444448,62.0005555556
-153.0005555552,-151.9994444448,59.9994444445,61.0005555549
-145.000555555,-143.9994444446,65.9994444451,67.0005555555
-151.0005555556,-149.9994444452,63.9994444446,65.000555555
-152.0005555554,-150.999444445,67.9994444447,69.0005555551
-145.000555555,-143.9994444446,62.9994444448,64.0005555552
-143.0005555554,-141.999444445,59.9994444445,61.0005555549
-162.0005555552,-160.9994444448,61.999444445,63.0005555554
-144.0005555556,-142.9994444445,58.9994444444,60.0005555556
-142.0005555556,-140.9994444448,68.9994444441,70.0005555549
-141.0005555549,-139.9994444445,68.9994444445,70.0005555549
-145.000555555,-143.9994444446,60.9994444452,62.0005555556
-152.0005555554,-150.999444445,66.9994444449,68.0005555553
-145.000555555,-143.9994444446,68.9994444445,70.0005555549
-158.0005555556,-156.9994444445,69.9994444444,71.0005555556
-148.0005555553,-146.9994444449,66.9994444449,68.0005555553
-168.0005555556,-166.9994444445,64.9994444444,66.0005555556
-144.0005555552,-142.9994444448,60.9994444452,62.0005555556
-150.0005555549,-148.9994444445,64.9994444453,66.0005555557
-156.0005555555,-154.9994444451,67.9994444447,69.0005555551
-146.0005555557,-144.9994444453,63.9994444446,65.000555555
-159.0005555556,-157.9994444445,69.9994444444,71.0005555556
-150.0005555549,-148.9994444445,59.9994444445,61.0005555549
-162.0005555556,-160.9994444445,63.9994444444,65.0005555556
-146.0005555557,-144.9994444444,69.9994444443,71.0005555556
-147.0005555555,-145.9994444451,68.9994444445,70.0005555549
-144.0005555552,-142.9994444448,68.9994444445,70.0005555549
-139.0005555553,-137.9994444449,57.9994444449,59.0005555553
-142.0005555556,-140.9994444448,66.9994444445,68.0005555553
-157.0005555553,-155.9994444449,64.9994444453,66.0005555557
-146.0005555557,-144.9994444444,60.9994444443,62.0005555556
-164.0005555556,-162.9994444445,64.9994444444,66.0005555556
-152.0005555556,-150.9994444445,69.9994444444,71.0005555556
-147.0005555555,-145.9994444451,67.9994444447,69.0005555551
-160.0005555556,-158.9994444445,64.9994444444,66.0005555556
-159.0005555556,-157.9994444445,65.9994444444,67.0005555556
-162.0005555552,-160.9994444448,62.9994444448,64.0005555552
-157.0005555553,-155.9994444449,60.9994444452,62.0005555556
-144.0005555552,-142.9994444448,66.9994444449,68.0005555553
-143.0005555554,-141.9994444446,69.9994444448,71.0005555556
-154.000555555,-152.9994444446,61.999444445,63.0005555554
-166.0005555556,-164.9994444445,63.9994444444,65.0005555556
-141.0005555549,-139.9994444445,63.9994444446,65.000555555
-164.0005555556,-162.9994444445,63.9994444444,65.0005555556
-159.0005555556,-157.9994444445,62.9994444444,64.0005555556
-133.0005555556,-131.9994444448,53.9994444444,55.0005555552
-152.0005555554,-150.999444445,58.9994444447,60.0005555551
-156.0005555555,-154.9994444451,66.9994444449,68.0005555553
-145.000555555,-143.9994444442,69.9994444448,71.0005555556
-136.000555555,-134.9994444446,57.9994444449,59.0005555553
-162.0005555552,-160.9994444448,59.9994444445,61.0005555549
-156.0005555555,-154.9994444451,62.9994444448,64.0005555552
-159.0005555556,-157.9994444445,64.9994444444,66.0005555556
-143.0005555554,-141.999444445,60.9994444452,62.0005555556
-164.0005555556,-162.9994444445,66.9994444444,68.0005555556
-144.0005555552,-142.9994444444,69.9994444448,71.0005555556
-164.0005555556,-162.9994444445,65.9994444444,67.0005555556
-135.0005555552,-133.9994444448,57.9994444449,59.0005555553
-155.0005555556,-153.9994444445,70.9994444444,72.0005555556
-132.0005555549,-130.9994444441,55.9994444449,57.0005555557
-154.000555555,-152.9994444446,62.9994444448,64.0005555552
-149.0005555556,-147.9994444445,61.9994444444,63.0005555556
-149.0005555551,-147.9994444447,65.9994444451,67.0005555555
-155.0005555557,-153.9994444453,65.9994444451,67.0005555555
-150.0005555549,-148.9994444445,66.9994444449,68.0005555553
-162.0005555552,-160.9994444448,57.9994444449,59.0005555553
-140.0005555551,-138.9994444447,59.9994444445,61.0005555549
-151.0005555556,-149.9994444448,58.9994444443,60.0005555551
-146.0005555557,-144.9994444453,62.9994444448,64.0005555552
-167.0005555556,-165.9994444445,63.9994444444,65.0005555556
-147.0005555555,-145.9994444451,64.9994444453,66.0005555557
-153.0005555552,-151.9994444448,68.9994444445,70.0005555549
-163.0005555556,-161.9994444445,63.9994444444,65.0005555556
-135.0005555552,-133.9994444448,58.9994444447,60.0005555551
-161.0005555556,-159.9994444445,66.9994444444,68.0005555556
-153.0005555552,-151.9994444448,65.9994444451,67.0005555555
-149.0005555551,-147.9994444447,66.9994444449,68.0005555553
-150.0005555549,-148.9994444441,69.9994444448,71.0005555556
-148.0005555553,-146.9994444449,61.999444445,63.0005555554
-158.0005555556,-156.9994444445,68.9994444444,70.0005555556
-147.0005555555,-145.9994444451,65.9994444451,67.0005555555
-149.0005555551,-147.9994444443,69.9994444448,71.0005555556
-167.0005555556,-165.9994444445,65.9994444444,67.0005555556
-134.0005555554,-132.999444445,55.9994444453,57.0005555557
-134.0005555554,-132.999444445,54.9994444446,56.000555555
-152.0005555556,-150.9994444445,62.9994444444,64.0005555556
-156.0005555555,-154.9994444451,63.9994444446,65.000555555
-163.000555555,-161.9994444446,62.9994444448,64.0005555552
-169.0005555556,-167.9994444445,64.9994444444,66.0005555556
-158.0005555551,-156.9994444447,65.9994444451,67.0005555555
-138.0005555555,-136.9994444451,57.9994444449,59.0005555553
-151.0005555556,-149.9994444452,68.9994444445,70.0005555549
-152.0005555554,-150.999444445,68.9994444445,70.0005555549
-145.000555555,-143.9994444446,64.9994444453,66.0005555557
-141.0005555549,-139.9994444445,59.9994444445,61.0005555549
-151.0005555556,-149.9994444443,60.9994444443,62.0005555556
-146.0005555557,-144.9994444453,66.9994444449,68.0005555553
-163.0005555556,-161.9994444445,68.9994444444,70.0005555556
-156.0005555555,-154.9994444451,60.9994444452,62.0005555556
-152.0005555554,-150.999444445,63.9994444446,65.000555555
-138.0005555555,-136.9994444451,58.9994444447,60.0005555551
-161.0005555554,-159.999444445,62.9994444448,64.0005555552
-162.0005555552,-160.9994444448,60.9994444452,62.0005555556
-141.0005555549,-139.9994444445,66.9994444449,68.0005555553
-163.0005555556,-161.9994444445,67.9994444444,69.0005555556
-162.0005555556,-160.9994444445,68.9994444444,70.0005555556
-147.0005555555,-145.9994444451,59.9994444445,61.0005555549
-143.0005555554,-141.999444445,66.9994444449,68.0005555553
-147.0005555556,-145.9994444445,61.9994444444,63.0005555556
-160.0005555556,-158.9994444445,66.9994444444,68.0005555556
-154.000555555,-152.9994444446,58.9994444447,60.0005555551
-143.0005555554,-141.999444445,68.9994444445,70.0005555549
-143.0005555554,-141.999444445,64.9994444453,66.0005555557
-143.0005555554,-141.999444445,67.9994444447,69.0005555551
-155.0005555557,-153.9994444444,64.9994444444,66.0005555557
-148.0005555553,-146.9994444449,65.9994444451,67.0005555555
-152.0005555554,-150.999444445,65.9994444451,67.0005555555
-163.000555555,-161.9994444446,59.9994444445,61.0005555549
-144.0005555552,-142.9994444448,65.9994444451,67.0005555555
-154.000555555,-152.9994444446,65.9994444451,67.0005555555
-147.0005555555,-145.9994444451,66.9994444449,68.0005555553
-155.0005555556,-153.9994444445,69.9994444444,71.0005555556
-147.0005555555,-145.9994444451,58.9994444447,60.0005555551
-143.0005555554,-141.999444445,63.9994444446,65.000555555
-145.000555555,-143.9994444446,67.9994444447,69.0005555551
-156.0005555556,-154.9994444445,68.9994444444,70.0005555556
-161.0005555556,-159.9994444445,63.9994444444,65.0005555556
-144.0005555552,-142.9994444448,67.9994444447,69.0005555551
-148.0005555553,-146.9994444445,69.9994444448,71.0005555556
-158.0005555551,-156.9994444447,66.9994444449,68.0005555553
-146.0005555557,-144.9994444453,68.9994444445,70.0005555549
-145.000555555,-143.9994444446,61.999444445,63.0005555554
-146.0005555557,-144.9994444453,67.9994444447,69.0005555551
-158.0005555556,-156.9994444445,70.9994444444,72.0005555556
-142.0005555556,-140.9994444448,58.9994444443,60.0005555551
-153.0005555552,-151.9994444448,60.9994444452,62.0005555556
-141.0005555549,-139.9994444445,67.9994444447,69.0005555551
-163.000555555,-161.9994444446,58.9994444447,60.0005555551
-136.000555555,-134.9994444446,58.9994444447,60.0005555551
-161.0005555554,-159.999444445,60.9994444452,62.0005555556
-151.0005555556,-149.9994444443,69.9994444443,71.0005555556
-159.0005555556,-157.9994444445,63.9994444444,65.0005555556
-132.0005555549,-130.9994444445,53.9994444448,55.0005555552
-157.0005555553,-155.9994444449,66.9994444449,68.0005555553
-155.0005555557,-153.9994444453,62.9994444448,64.0005555552
-157.0005555553,-155.9994444449,65.9994444451,67.0005555555
-153.0005555552,-151.9994444448,67.9994444447,69.0005555551
-161.0005555556,-159.9994444445,67.9994444444,69.0005555556
-142.0005555556,-140.9994444443,60.9994444443,62.0005555556
-154.000555555,-152.9994444446,67.9994444447,69.0005555551
-144.0005555552,-142.9994444448,63.9994444446,65.000555555
-144.0005555552,-142.9994444448,62.9994444448,64.0005555552
-155.0005555557,-153.9994444449,57.9994444445,59.0005555553
-163.000555555,-161.9994444446,60.9994444452,62.0005555556
-148.0005555553,-146.9994444449,64.9994444453,66.0005555557
-152.0005555554,-150.999444445,59.9994444445,61.0005555549
-151.0005555556,-149.9994444452,59.9994444445,61.0005555549
-163.0005555556,-161.9994444445,66.9994444444,68.0005555556
-133.0005555556,-131.9994444443,55.9994444444,57.0005555557
-155.0005555557,-153.9994444453,58.9994444447,60.0005555551
-141.0005555549,-139.9994444445,64.9994444453,66.0005555557
-154.000555555,-152.9994444446,64.9994444453,66.0005555557
-136.000555555,-134.9994444446,56.9994444451,58.0005555555
-157.0005555556,-155.9994444445,68.9994444444,70.0005555556
-164.0005555556,-162.9994444445,67.9994444444,69.0005555556
-152.0005555554,-150.999444445,61.999444445,63.0005555554
-164.0005555556,-162.9994444445,68.9994444444,70.0005555556
-139.0005555553,-137.9994444449,58.9994444447,60.0005555551
-156.0005555555,-154.9994444451,61.999444445,63.0005555554
-151.0005555556,-149.9994444452,67.9994444447,69.0005555551
-149.0005555551,-147.9994444447,63.9994444446,65.000555555
-162.0005555556,-160.9994444445,69.9994444444,71.0005555556
-154.0005555556,-152.9994444445,69.9994444444,71.0005555556
-151.0005555556,-149.9994444452,65.9994444451,67.0005555555
-148.0005555553,-146.9994444449,67.9994444447,69.0005555551
-137.0005555557,-135.9994444449,57.9994444445,59.0005555553
-166.0005555553,-164.9994444445,60.9994444448,62.0005555556
-156.0005555555,-154.9994444451,64.9994444453,66.0005555557
-145.000555555,-143.9994444446,59.9994444445,61.0005555549
-142.0005555556,-140.9994444448,63.9994444442,65.000555555
-161.0005555556,-159.9994444445,65.9994444444,67.0005555556
-157.0005555553,-155.9994444449,61.999444445,63.0005555554
-167.0005555556,-165.9994444445,67.9994444444,69.0005555556
-147.0005555555,-145.9994444451,63.9994444446,65.000555555
-157.0005555556,-155.9994444445,70.9994444444,72.0005555556
-143.0005555554,-141.999444445,61.999444445,63.0005555554
-157.0005555553,-155.9994444449,67.9994444447,69.0005555551
-160.0005555556,-158.9994444445,68.9994444444,70.0005555556
-140.0005555551,-138.9994444447,58.9994444447,60.0005555551
-166.0005555556,-164.9994444445,64.9994444444,66.0005555556
-141.0005555549,-139.9994444445,65.9994444451,67.0005555555
-150.0005555556,-148.9994444445,60.9994444444,62.0005555556
-165.0005555556,-163.9994444445,68.9994444444,70.0005555556
-155.0005555557,-153.9994444453,59.9994444445,61.0005555549
-151.0005555556,-149.9994444443,64.9994444444,66.0005555557
-148.0005555553,-146.9994444449,59.9994444445,61.0005555549
-158.0005555551,-156.9994444447,62.9994444448,64.0005555552
-149.0005555551,-147.9994444447,59.9994444445,61.0005555549
-156.0005555555,-154.9994444451,65.9994444451,67.0005555555
-142.0005555556,-140.9994444448,67.9994444443,69.0005555551
-142.0005555556,-140.9994444448,65.9994444447,67.0005555555
-154.000555555,-152.9994444446,59.9994444445,61.0005555549
-134.0005555554,-132.999444445,53.9994444448,55.0005555552
-155.0005555557,-153.9994444453,66.9994444449,68.0005555553
-159.0005555556,-157.9994444445,68.9994444444,70.0005555556
-151.0005555556,-149.9994444445,62.9994444444,64.0005555556
-151.0005555556,-149.9994444452,66.9994444449,68.0005555553
-163.0005555556,-161.9994444445,64.9994444444,66.0005555556
-145.000555555,-143.9994444446,66.9994444449,68.0005555553
-160.0005555556,-158.9994444445,67.9994444444,69.0005555556
-148.0005555553,-146.9994444449,68.9994444445,70.0005555549
-161.0005555556,-159.9994444445,69.9994444444,71.0005555556
-161.0005555554,-159.999444445,61.999444445,63.0005555554
-163.0005555556,-161.9994444445,69.9994444444,71.0005555556
-145.000555555,-143.9994444446,58.9994444447,60.0005555551
-135.0005555552,-133.9994444448,56.9994444451,58.0005555555
-159.0005555556,-157.9994444445,66.9994444444,68.0005555556
-152.0005555554,-150.999444445,64.9994444453,66.0005555557
-157.0005555553,-155.9994444449,63.9994444446,65.000555555
-163.0005555556,-161.9994444445,65.9994444444,67.0005555556
-149.0005555551,-147.9994444447,64.9994444453,66.0005555557
-150.0005555549,-148.9994444445,63.9994444446,65.000555555
-161.0005555554,-159.999444445,57.9994444449,59.0005555553
